indice,estrelas,comentario
4939,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course! Thanks Andrew!
4940,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Head first of deep learning!
4941,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,outstandingly interesting!!!
4942,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing Content. Super like.
4943,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great Syllabus and Teaching
4944,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course for beginners.
4945,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This is very helpful course
4946,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,The best course out there!!
4947,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,best courser ever I've seen
4948,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you very much Andrew!
4949,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course ! Learnt a lot
4950,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,The rigor is worth it 100%!
4951,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This course is very useful.
4952,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent Course. Thank you
4953,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course! really useful
4954,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,bring more awesome courses.
4955,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Great class, learned a lot."
4956,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,nice like previous courses.
4957,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This courser is very tough
4958,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I love Transformer lecture 
4959,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,nice specialization course
4960,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"  Super, extremelly good !!!  "
4961,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,very good lectures and lab
4962,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thanks. I've learned a lot
4963,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Complex topics made simple
4964,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course for beginners
4965,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great learning experience!
4966,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,As usual one of the best..
4967,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,It is a really good course
4968,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I learned a lot. Thank You
4969,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great learning experience. 
4970,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great introduction to NLP.
4971,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A Very Excellent Course!!!
4972,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very useful and practical!
4973,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,The course was challenging
4974,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,very good course again!!!!
4975,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Excellent course, thanks !"
4976,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,excellent course delivery
4977,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,loved learning from great
4978,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Grateful for this course.
4978,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,The best course on Coursera for Deep Learning engineers!
4979,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,It is very helpful course
4980,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course. Thank you!!
4981,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"WOW, I am now a beginner!"
4982,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesome. Thank you Andrew
4983,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Another fantastic course!  
4984,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Keep the good job, folks!"
4985,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great Course. Loved it :)
4986,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course overall! 
4987,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,My favorite of the series
4988,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,超级棒，简单易懂。哈哈哈~刷完了好开心，感谢恩达！
4989,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I really loved all the courses, but this one was awesome"
4990,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing project on detecting words in speech recognition
4991,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Very good, RNN, LSTM are carefully explained, thank you!"
4992,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very good course learn so much that I can put it to use.
4993,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This was simply awesome - can't wait to build something!
4994,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This course was the biggest experience for me. Excellent
4995,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great amount of knowledge and a great platform to study.
4996,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This course is a bit more difficult than the other four.
4997,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Another great course by Andrew Ng! Off to build an AI...
4998,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,great course!!! Thanks a million to Andrew and his team.
4999,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Simply an amazing course to learn about sequence models.
5000,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Nothing short of awesome!
5001,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great Learning Experience
5002,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you for this class!
5003,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I hope speak more slowly.
5004,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Easy completed in a Week
5005,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Love this course so much
5007,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A unique course full of great applied examples and tips. 
5008,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Detailed feedbacks on the practicals will be preferable.
5009,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"very good course! Andrew Ng, absolutely excellent tutor!"
5010,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Exceptional delivery of theory and practice. Thumbs up
5011,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I learned so much during this course. Thanks, Coursera."
5012,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent content and provoking Programming assignments
5013,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very cool course! Thank you! It is very helpful for me!
5014,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Sir Andrew Ng has the best explaination for everything. 
5015,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very Informative. Covers advance topics in a lucid way.
5016,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great hands-on learning for text and speech processing!
5017,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Challenging and interesting last episode of the series!
5018,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesome job explaining Sequence models in a simple way. 
5019,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A juicy explanation of Sequence Models! A great course!
5020,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Final course, still full of energy to learn! Great course!"
5021,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Worthwhile conclusion to the deep learning specialization.  
5022,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,  Great with very useful projects to get hands on experience  
5023,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I really appreciate this amazing course. Strong recommend! 
5024,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Generating music and poetry with DL was a great experience
5025,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:," cute and careful teaching,thanks andrew , keep on going !"
5026,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great content and  painlessly explained. Thank you all!!! 
5027,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,  Great course and very interesting programming assignment.  
5028,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Nice class with a decent amount of high-quality homewrok.
5029,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This is the best taught in the DL specialization.. Thanks
5030,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Complex topic very well explained. Realistic assignments.
5031,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Very good course, especially fro those interested in NLP."
5032,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I got started in NLP with this course. Thank you, Andrew! "
5033,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I feel the course is fundamental but also very pragmatic.
5034,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,High quality as the previous other courses in the series!
5035,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Excellent as always from the superman himself, Andrew Ng."
5036,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I have learned a lot from this course. Thanks, Andrew Ng!"
5037,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Good course on sequence models. Nice programming examples 
5038,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thanks for your detailed Course content. Thank You Andrew 
5039,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Best course you can find about recurrent neural networks.
5040,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesome course! A bit harder than others but pretty good!
5041,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This course was hard, but very motivating and practical."
5042,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"
Very good, but an intro to keras and tf would be usefull

"
5043,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This is a great specialization course for Deep learning.
5044,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A sufficient coverage of topics to absorb it completely.
5045,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,So good! Learn a lot!
5046,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,通俗易懂，涉及方方面面，值得学习～～～：）
5047,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Content is excellent.
5048,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Best I could ever get
5049,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Andrew Ng at it best.
5050,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,It was really helpful
5051,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,  A very useful course!  
5052,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course for RNN.
5053,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,must for a AI learner
5054,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,hard but excellent :)
5055,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very nice RNN course.
5056,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Really amazing course 
5057,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Concise and Indepth 
5058,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Most detailed course
5059,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,that was so updated. 
5060,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing Experience!
5061,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing Instruction!
5062,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course for NLP
5063,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thanks Andrew Ng Sir
5064,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thanks a lot andrew!
5065,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,amazing in every way 
5066,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I love this course .
5067,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent!Excellent!
5068,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you very much!
5069,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very well explained. 
5070,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you very much.
5071,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,the best course ever
5072,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Eventually done!!!!!
5073,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,really nice showing. 
5074,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,thank you very much!
5075,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you Andrew NG!
5076,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great lecture on RNN
5077,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Extraordinary course
5078,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you very much!
5079,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent as before.
5080,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,课程非常好，我一定要把它推荐给我的朋友。
5081,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Freaking awesome....
5082,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesome... !! Superb
5083,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesome explaination
5084,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Absolutely fantastic
5085,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I loved this course.
5086,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great Insights...!!!
5087,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Thanks, Good course!"
5088,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Underwhelming finale
5089,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A
5090,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Amazing course, Tnx"
5091,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Wonderful Course!!!
5092,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Tough but worth it!
5093,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Highly recommended.
5094,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course with great assignments
5095,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course and excellent teacher.
5096,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great content and very clear as always!
5097,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course. It was worth the wait
5098,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Awesome course, I learnt a lot!!!! :-)"
5099,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great introduction to sequence models.
5100,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very Good Course. Andrew Ng is awesome
5101,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Excellent course by Andrew, as always."
5102,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,learned a lot from this course! thanks 
5103,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I really like the word activation lab.
5104,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing course by an amazing professor
5105,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"very nice course , really enjoyed it !"
5106,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"very good course, and highly recommend"
5107,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,M
5108,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"great courses as intro, easy to follow"
5109,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Good course !!, Easy to learn. Love it"
5110,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,very grateful course
5111,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very hard course but full of knowledge
5112,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"demanding, but very insightful course."
5113,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course!!! Dr. Ng is the best
5114,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"great courses, big thanks to Andrew Ng"
5115,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A good insightful course to understand
5116,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,谢谢coursera，谢谢吴恩达，谢谢deeplearning课程，受益匪浅
5117,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing course ! Thank you very much !
5118,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Content are very clear and up-to-date!
5119,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,such a great work
5120,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course!
5121,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course!
5122,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,nice of all corse
5123,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you so much
5124,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,best courses ever 
5125,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course!
5126,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Simply Awesome !!
5127,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very informative. 
5128,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,序列化模型非常重要，对我很有帮助！
5129,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thx Andrew et al.
5130,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course!
5131,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very good course.
5132,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Andrew is my idol
5133,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course!
5134,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Love this course!
5135,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course!
5136,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,nice assignments!
5137,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very informative!
5138,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Fantastic course!
5139,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course.
5140,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,内容全面，讲解深入浅出，清晰易懂。
5141,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,excellent course！
5142,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,very good course.
5143,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,very good courses
5144,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very good materials
5145,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Nice Work Andrew NG
5146,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,this is very good !
5147,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Best Course for DNN
5148,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,fantastic material.
5149,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very useful course.
5150,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,maybe too practical
5151,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,  I am Disciple of Ng  
5152,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great and excellent 
5153,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very helpful course
5154,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you very much 
5155,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you Professor
5156,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,You are fantastic!!
5157,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you very much
5158,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very usefull Course
5159,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Fantastic course!!!
5160,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent Course...
5161,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Simply fantastic :D
5162,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,As good as it gets!
5163,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,caption is not well
5164,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thanks Ng for ALL !
5165,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,very informative.
5166,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,absolutely amazing
5167,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I
5168,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Awesome, Terrific! "
5169,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Like the HW a lot
5170,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thanks Andrew Ng!
5171,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesome material!
5172,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,absolutely gold
5173,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thanks coursera
5174,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Quality content
5175,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very good course
5176,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,very good for me
5177,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent Course
5178,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,One of the best!
5179,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent Course
5180,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This's the best!
5181,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course
5182,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesome course!!
5183,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"As always great!
"
5184,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great Learning !
5185,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very nice course
5186,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,un vrai parcours 
5187,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very good course
5188,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you sir <3
5189,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent Course 
5190,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excelente curso!
5191,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent Course
5192,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course
5193,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course
5194,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,awesome content
5195,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course!!!
5196,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,awesome course!
5197,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,nice experience
5198,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Fue interesante
5199,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,amazing journey
5200,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very practical！
5201,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Really good!!!!
5202,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing course!
5203,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing course.
5204,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course!!!
5205,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Smart learning.
5206,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesome course!
5207,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A great course!
5208,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesome course!
5209,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesome course.
5210,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesome course.
5211,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great lecturer.
5212,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesome course.
5213,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,it is amazing!
5214,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,great course!
5215,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thanks Andrew!
5216,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course!
5217,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great Learning
5218,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great Learning
5219,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesome course
5220,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,It was Awesome 
5221,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing course
5222,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A great course
5223,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Perfect course
5224,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesome Course
5225,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing course
5226,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing Course
5227,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Really helpful
5228,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank You! Sir
5229,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesome Course
5230,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,superb course!
5231,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,MY best course 
5232,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing course
5233,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,awesome class.
5234,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesome course
5235,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,  Nice course :)  
5236,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Really cool :)
5237,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,really useful!
5238,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great Learning
5239,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,great course !
5240,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,amazing course
5241,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Really useful!
5242,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course!!
5243,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A great course
5244,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great Course!!
5245,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course !
5246,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,worth the wait
5247,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thanks a lot !
5248,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thanks Andrew!
5249,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesome Course
