indice,estrelas,comentario,qtd_estrelas,avaliacao,tamanho_comentario
4240,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great ending to the Deep Learning Specialization.  Really enjoyed the insightful content of this course,5,1,103
4241,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very nicely organized. Professor Andrew is a great teacher.Loved the course and enjoyed the assignments,5,1,103
4242,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I have finished Course 5 [Sequence Modles], and I found that it helps me a lot. Thank you! Dr.Andrew Ng",5,1,103
4243,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Very awesome! Great for my career in future~ Thanks for Ag's efforts, and thanks for my own insistence!",5,1,103
4244,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I feel that the theory behind sequence models is a little bit rushed. I would have liked to so an excer,5,1,103
4245,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,You will learn a lot about the modeling sequential data in a neural network.,5,1,76
4246,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This is an amazing course if you are good at beginner level in Deep Learning,5,1,76
4247,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This has one of the most interesting, interactive and exciting  assignments.   ",5,1,79
4248,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This course has helped me understand the basics of Recurrent Neural Network. ,5,1,77
4249,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,It's a very enjoyable course. I cant wait to use the idea to build my robot.,5,1,76
4250,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,It' a excelent course.  I learned much for start in the deep learning world.,5,1,76
4251,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Best course of an amazing series! Sums up every bit to complete the picture.,5,1,76
4252,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent explanations with real life tips and very good quiz and exercises.,5,1,76
4253,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,practical with reasonable theory depth of the theory behind. Good exercises.,5,1,76
4254,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Andrew Ng is the best teacher!! Good Job! Keep making  exceptional courses.,5,1,75
4255,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This was incredibly informative, well structured, and thoroughly enjoyable.",5,1,75
4256,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great Course. The materials helped alot for understanding the core concepts,5,1,75
4257,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Teaching was good but still needs to go deep in concepts of implementations,5,1,75
4258,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"As someone who loves NLP, this course was great. Would recommend to others.",5,1,75
4259,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I have many ideas now and want to apply in my field, earthquake engineering",5,1,75
4260,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Fantastic introduction to Deep Learning. Super fun!!! Andrew Ng is THE man!,5,1,75
4261,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"was the most hardest one, but trigger word assignment was very interesting.",5,1,75
4262,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course. So much cool code and very practical and useful tools. :),5,1,75
4263,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent material and even better way of explaining the details by Andrew,5,1,74
4264,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course to get an in-depth understanding on RNNs and Sequence Models.,5,1,74
4265,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very helpful course providing a thorough understanding of sequence models.,5,1,74
4266,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Отличный курс. Много интересного. Хорошие слова о лучшем будущем. Дай бог.,5,1,74
4267,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Mr.Andrew NG thank you from heart ,excellent course and perfect assignment ",5,1,75
4268,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,It was one of the best courses I have done.,5,1,43
4269,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Great introduction to sequence models, with very interesting case studies.",5,1,74
4270,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"this course is helpful learning basic sequence data,Thanks for courser",5,1,70
4271,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Well structured. Full of good and interesting content. Very enjoyable.,5,1,70
4272,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Quick course on Sequential models. Assignments are set up pretty well.  ,5,1,72
4273,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Compared to the other four courses，I think this course little abridged ,5,1,71
4274,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"a bit hard, but no one else can explain things like how andrew does it",5,1,70
4275,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This course was really useful, I learned so much, I am really grateful",5,1,70
4276,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course as usual. Very to-the-point and pragmatic instructor. ,5,1,71
4277,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Excellent course, couldn't find this quality of teaching anywhere else",5,1,70
4278,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Nice knowledge! Now I understand more about current NLP state of Art!,5,1,69
4279,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Finally...a course that is challenging enough in this specialization!,5,1,69
4280,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very good course through which I got good knowledge of Deep learning.,5,1,69
4281,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I am really thankful to Dr Andrew for such a well constructed course.,5,1,69
4282,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very grateful to Andrew ! Excellent journey ! Great help to the world,5,1,69
4283,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,it was outstanding experience. I made a living by taking this course.,5,1,69
4284,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,By far the most intuitive explanation of sequence models I have seen.,5,1,69
4285,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very pleasant introduction to the field of recurrent neural networks!,5,1,69
4286,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,It is amazing course for me to improve my knowdlege in Deep Learning ,5,1,69
4287,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,The courses explained the key concept in the easy way to understand. ,5,1,69
4288,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A good introduction to ML for a novice. The course really helped me.,5,1,68
4289,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,It's the hardest course off all the specializaton but it is worth it ,5,1,69
4290,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Excellent course, I have learned lot. It's very useful for my career",5,1,68
4291,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This course has boosted my motivation for working on Sequence Models,5,1,68
4292,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thanks again to Professor Ng. Super interesting courses. Appreciated,5,1,68
4292,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A very good intro to NLP/Speech Recognition with Deep Learning (RNN),5,1,68
4293,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A bit harder than previous courses. Pretty well organized as always.,5,1,68
4294,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I learned a lot about how to put together recurrent neural networks.,5,1,68
4295,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Thanks to Andrew for his heartfelt teaching,I have benefited a lot.",5,1,67
4296,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Good course for understanding and building rnn for sequential data.,5,1,67
4297,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,iPython Notebook kept crushing which was a disappointing experience,5,1,67
4298,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Nice mix of simple and complext concept plus good exposure to Keras,5,1,67
4299,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thanks a lot. That was a very good introduction to sequence models.,5,1,67
4300,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great lecturer. Best explanations to GRU and LSTM I have even seen. ,5,1,68
4301,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very insightful even if you're already an experienced ML engineer.,5,1,66
4302,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A great course and very much what you would expect from Andrew Ng.,5,1,66
4303,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Great Course: Solid Theoretical Approach, Representative Exercises",5,1,66
4304,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Hard course but fruitful thanks Coursera for giving me opportunity,5,1,66
4305,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,One of the most interesting and useful courses I've ever attended.,5,1,66
4306,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Aprendí muchas cosas nuevas. Ahora es hora de ponerlo en práctica!,5,1,66
4307,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great content and very relevant course work for NLP and Speech Recognition,5,1,74
4308,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Easy to understand explanations, interesting programming projects.",5,1,66
4309,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,ThankYou Andrew Ng for this interesting course on Sequence Models.,5,1,66
4310,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great content and delivery  that make advance concepts look simple,5,1,66
4311,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Wonderful experience and lots of experiments to enhance our skills ,5,1,67
4312,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This course helps me a lot! Thank you all for this amazing course!,5,1,66
4313,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I learning the mostimportant subjects for may professional profile,5,1,66
4314,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"It was very fantastic session, gained much knowledge .Thanks a lot",5,1,66
4315,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Learnt a lot! Great effort by Prof. Andrew NG, highly recommended.",5,1,66
4316,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,it is perfect course for who want to learn sequence model and NLP,5,1,65
4317,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Good teaching sessions. Problems with automatic grader at the end,5,1,65
4318,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Amazing Course. Reccomend to everyone, who is interested in Deep Learning.",5,1,74
4319,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very didactic course and very good lessons on sequence models applications,5,1,74
4320,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thanks for the opportunity to study this course. It was pleasure to do so.,5,1,74
4321,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Superb course material! Eventful learning experience! Thanks a lot Andrew!,5,1,74
4322,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,An excellent course for beginners and intermediate level DL enthusiasts.,5,1,72
4323,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A great introductory course on a lot of the main sequene models concepts.,5,1,73
4324,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent Specialization! Thank you Andrew Ng and DeepLearning.ai Team :),5,1,73
4325,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,THIS COURSE IS VERY GOOD.I WOULD RECOMMEND EVERYBODY TO TAKE THIS COURSE.,5,1,73
4326,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Another great course by Andrew Ng. I've learnt a lot through this course.,5,1,73
4327,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,So much fun!!! I enjoyed going through the material and keep learning :-),5,1,73
4328,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course. Thank you for Prof Ng and the entire Coursera team.,5,1,65
4329,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Excellent course, helped me a lot in understanding RNNs and LSTMs",5,1,65
4330,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Great course content, assignments, and quizzes. Highly enriching experience thanks to Dr. Andrew Ng",5,1,99
4331,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Great Stuff, lots of helpful insights by Andrew Ng as usual! Thanks again",5,1,73
4332,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This was a great course. I got good knowledge of sequence models and NLP.,5,1,73
4333,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Unfortunately, the assigments are just about filling and it's fairly easy ",5,1,74
4334,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"The last course is harder and I'm glad I've passed it. Thank you, Andrew!",5,1,73
4335,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Programming Assignments are awesome! I learnt a lot from these notebooks.,5,1,73
4336,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Not as relevant for my areas-of-interest, but a great class none-the-less",5,1,73
4337,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Excellent perspective on the latest models of LSTMs, GRUs built upon RNNs",5,1,73
4338,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Best course .. really gave me a deep understanding of the sequence models,5,1,73
4339,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Good course, thanks for teaching me so great knowledge of AI ",5,1,61
4340,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"love it, quite clear visual explanation and with some good example codes.",5,1,73
4341,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing source of information and teaching ability to tutor the learners.,5,1,73
4342,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course that introduces the key concepts of Sequence Models and NLP,5,1,72
4343,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I would suggest to spread out this course into more than 3 weeks, as it was the hardest out of all.",5,1,99
4344,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I am very thankful to coursera for offering such wonderful course by great teacher Prof. Andrew Ng.,5,1,99
4345,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,CNN And Sequence Models were just real GEM of two courses. Gave me a lot of insight to the Subject.,5,1,99
4346,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"A ""must"" in the courses related with NLP as a good introduction to the basics models and algorithms",5,1,99
4347,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"it was quite difficult for me .The assignments helped for sure, but i will have to visit this again",5,1,99
4348,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very concise content. Prof. Andrew Ng turn tough topics to easy with his excellent teaching skills.,5,1,99
4349,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Gives the student an excellent perspective on how to go about word embeddings & speech recognition.,5,1,99
4350,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you! ,5,1,11
4351,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,very good specialisation l am currently using these ideas in my research project .Thank you Andrew,5,1,98
4352,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you Andrew Ng for your excellent teaching and encouragement. Always a joy to learn from you.,5,1,98
4353,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great explanation of complex topics such as attention mechanisms. I finally get how those work :-),5,1,98
4354,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Best specializatin course I have found and the insights given in this course are truely wonderfull,5,1,98
4355,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,It was a great journey. thank you Andrew and Kian and other contributors,5,1,72
4356,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Interesting course module but at the beginning it becomes really complex,5,1,72
4358,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Must-know knowledge and technique you should know if you're a genuine machine learning enthusiast! ,5,1,99
4359,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent state of the art deep learning models made easy. Great job Andrew! And THANKS SO MUCH!!!,5,1,98
4360,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"The best one of the 5. However, I do miss a thorough derivation of the backprop regarding GRU/LSTM",5,1,98
4361,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Following Andrew sir all the way from ml course. He gives a lot of intuition, Superb explanation.",5,1,97
4362,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Andrew makes it possible to take a big leap into sequence models without getting lost. Thank you!,5,1,97
4363,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Really enjoyed this course, and the whole specialisation. Good lectures and interesting examples!",5,1,97
4364,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This course helped me to understand sequence models and how to apply than in different scenarios.,5,1,97
4365,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Top notch! gets your foot into the door of recurrent neural networks! As always, Andrew is great!",5,1,97
4366,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very interesting course. it helps me a lot when trying to understanf sequence to sequence models. ,5,1,98
4367,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Andrew Ng is hands down the best teacher in this space. Excellent lectures and a well run course.,5,1,97
4368,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very recent and up-to-date content. Very well structured and explained. Another excellent course.,5,1,97
4369,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This course is best in learning sequence models applied in speech and natural processing systems. ,5,1,98
4370,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Take your time. One of hardest and best course in specialization!,5,1,65
4371,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Extraordinary topics and assignments to close the specialization.,5,1,65
4372,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Great course, I like how Sequence Models it being introduce here. ",5,1,66
4373,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"It is awesome, it goes over audio, nlp, transformers, loved it!",5,1,63
4374,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course and specialization. Thank you a lot for your work!,5,1,63
4375,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I think that this course should be advanced, but it is amazing .",5,1,64
4376,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I learned a lot and really enjoyed this. Thanks to all involved!,5,1,64
4377,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thanks for everybody who took a part in creating of this course.,5,1,64
4378,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Excellent content, especially covering important papers...thanks",5,1,64
4379,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course. I can wait to apply it to additional projects. ,5,1,65
4380,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,The last course in the specialization is rock! I enjoy it a lot.,5,1,64
4381,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,it always good and sound great to understand the sequence models ,5,1,65
4382,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Easy to understand. The professor is very professional and nice.,5,1,64
4383,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course on sequence models! I never hear do detailed course,5,1,64
4384,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you Andrew for this magnificent course and specialization.,5,1,64
4385,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent blend of research review and practical skill teaching!,5,1,64
4386,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Concept is complex but Andrew Ng and team make it understandable,5,1,64
4387,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course. Very practical with a lot of coding exercises.,5,1,64
4388,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing clarity of concepts presented. Really enjoyed the course,5,1,64
4389,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing Course by Andrew Ng. Thank you for this specialization!,5,1,63
4390,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Andrew Ng taught me a lot in the last month, thank you so much!",5,1,63
4391,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,very practical and useful. I enjoyed this course and assignment,5,1,63
4392,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I have gained a lot of knowledge & experience from this course.,5,1,63
4393,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Loved the course. It covered a lot of state of the art methods.,5,1,63
4394,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very good one.Nice kick start to learn NLP and its applications,5,1,63
4395,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I like how this course makes students understand the real case!,5,1,63
4396,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"I really enjoyed this course, it was a good test for knowledge.",5,1,63
4397,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,very knowledgeable and perfect way to finish the specialization,5,1,63
4398,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,An exceptional fast-track course for a complex subject like NLP,5,1,63
4399,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,greate thing,5,1,12
4400,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This course was so amazing. The projects were very informative. ,5,1,64
4401,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,The best thing I ever invested my time on! Thank you Andrew Ng!,5,1,63
4402,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I really enjoyed doing this course! Thank you very much to all!,5,1,63
4403,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course and explained in detail with good Assignments,5,1,62
4404,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Highly informative, elaborate and interesting way of teaching",5,1,61
4405,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Brilliant course which get introduction into RNN architecture.,5,1,62
4406,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Best Course Ever! The assignments were soo cool and intresting,5,1,62
4407,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Programming assignments were real good. well explained course.,5,1,62
4408,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"close to industrial scenario, and introduce the essence of rnn",5,1,62
4409,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Create a strong foundation in the area of sequential modelling,5,1,62
4410,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A great set of courses. Prof. Ng truly connects with students.,5,1,62
4411,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Loved the Speech Recognition Example. Well organized. Thanks !,5,1,62
4412,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"One of the best courses, really beautifully done by Andrew Ng.",5,1,62
4413,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Great course--well taught, practical and interesting material.",5,1,62
4414,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thanks for taking your time to make this course. Very Helpful,5,1,61
4415,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I think it is the best specialization where you can start off,5,1,61
4416,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This was a tougher course than the others but still worth it.,5,1,61
4417,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,It is a good course about deep learning. Thank you very much!,5,1,61
4418,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Andrew is awesome!  As always.  Love what I learned.  Thanks!,5,1,61
4419,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course with interesting applications and exercises!,5,1,61
4420,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"The course is very good, well explained and the subject is a lot of fun.",5,1,72
4421,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This course needs no introduction.....great content, great assignments!!",5,1,72
4422,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,it's a well-knit course for starters in rnn and takes upto a good level.,5,1,72
4423,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Great, I can see lots of parallel problems to work on using these ideas.",5,1,72
4424,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Thank you for the fantastic course, and the superpowers it imparted!  :)",5,1,72
4425,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Such a great course with content arranged and organized very carefully.,5,1,71
4426,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing increase in knowledge about using RNNs in real-world scenarios! ,5,1,72
4427,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Really interesting and with enough theory plus hands on practical work!,5,1,71
4428,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,this was the best course to understand sequence modeling and processing,5,1,71
4429,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Learnt about NLP, applications, trigger word detection was pretty cool!",5,1,71
4430,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you so much to the coursera deeplearning.ai team. You guys rock!!,5,1,71
4431,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Curso muito bom! Ajuda bastante a ter uma base em modelos de sequência.,5,1,71
4432,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A comprehensive review of recurrent neural network and sequence models.,5,1,71
4433,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course!  THanks for putting this together for the world to learn!,5,1,71
4434,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very helpful and practical. Thank you Andrew NG and other teachers/TAs!,5,1,71
4435,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Quite a heavy course. Still alot of concepts unclear, will revise again",5,1,71
4436,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Very informative, concise,  well presented, builds necessary intuition.",5,1,71
4437,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Perfect course to understand how does sequence model work in real life.,5,1,71
4438,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This is an amazing course to learn NLP ans seq models. I learnt a lot! ,5,1,71
4439,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,The best attention model explanation I found anywhere on the internet.,5,1,70
4440,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent Course! I have nothing more to say. Thank you Sir Andrew Ng!,5,1,70
4441,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Exceptional review of the state-of-the-art techniques! Got me inspired,5,1,70
4442,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"The best content i can find and its taught by Andrew Ng, my favourite.",5,1,70
4443,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Cover many important topics.,5,1,28
4444,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Good course.  Have a better understanding of RNN now, and terminology.",5,1,70
4445,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"All I had to say THANK YOU, Prof Andrew NG, for your efforts. ",5,1,62
4446,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Great course, complex concepts explained quite succinctly....",5,1,61
4447,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A great foundation to pursue work in the Deep learning field.,5,1,61
4448,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"perfect, I have enjoyed it so much. Thanks also for practice.",5,1,61
4449,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A must needed  course to learn the concepts of Deep Learning. ,5,1,62
4450,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Such a great specialization as a whole. Recommend for anyone.,5,1,61
4451,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Very clear explanation, always the best Andrew! Thanks! Carlo",5,1,61
4452,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Superb! Unwraps the magic behind Apple Siri, Amazon Echo etc. ",5,1,62
4453,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Good sessions and I got better understanding of LSTM and GRU.,5,1,61
